prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,M_bar,K,sig2_S,label,type,domain_canonical
mmlu_00058_t1.0,"This question refers to the following information.
""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.
Two things result from this fact.
I. Communism is already acknowledged by all European powers to be in itself a power.
II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
In this passage, Marx and Engels seem to be chiefly preoccupied with",,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.4,0.9695359714832659,424.05,200.01936781221963,4.321928094858508,0.2878332734107971,0.02406160719692707,0.5187564492225647,19.893749237060547,20,0.04204763472080231,1,,Humanities
mmlu_00059_t1.0,"You've just finished training a decision tree for spam classification, and it is getting abnormally bad performance on both your training and test sets. You know that your implementation has no bugs, so what could be causing the problem?",,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.95,0.21794494717703372,434.9,191.48966029527546,4.221928094859951,0.2057967185974121,0.00559134129434824,0.3886747658252716,26.347705841064453,19,0.015206929296255112,1,,STEM
mmlu_00060_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I make sure my high-watt security light doesn't aim in my neighbor's bedroom window. Scenario 2 | I swung a pillow at my best friend James.",,False,False,mmlu,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,0.65,3.0,1.4832396974191326,312.75,165.48923681013216,4.221928094859951,0.28410252928733826,0.012912409380078316,0.5131482481956482,19.376827239990234,19,0.025645723566412926,1,,Social Sciences
mmlu_00061_t1.0, What can murtis be translated as?,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.5,1.284523257866513,312.7,191.8859296561371,3.4037016960385924,0.170369490981102,0.030574124306440353,0.3281192481517792,19.915485382080078,13,0.05456768348813057,1,,Humanities
mmlu_00062_t1.0,The FED's Board of Governors has members each serving -year terms.,,True,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,1.75,1.1779218989389746,320.8,160.63517672041826,4.321928094858508,0.23251569271087646,0.008271199651062489,0.4325978755950928,21.665454864501953,20,0.017898062244057655,1,,Social Sciences
mmlu_00063_t1.0,Find the speed of a wave by multiplying its frequency by its,,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.8,1.469693845669907,277.5,195.2161622407325,3.7219280948657207,0.1895453929901123,0.022823356091976166,0.36122456192970276,19.00686264038086,15,0.043413951992988586,1,,STEM
mmlu_00064_t1.0,A latch is ________ sensitive,,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.15,1.0136567466356647,306.9,123.27404430779417,3.4086949695455293,0.12039407342672348,0.0019821920432150364,0.23820357024669647,22.212127685546875,12,0.006080153863877058,1,,STEM
mmlu_00065_t1.0,Which of the following trisomy karyotypes has the mildest effect on human development?,,True,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.45,1.3219304066402287,353.25,139.45424876998192,4.121928094861394,0.20664027333259583,0.014862832613289356,0.39008432626724243,22.26836395263672,18,0.029676776379346848,1,,Medicine & Health
mmlu_00066_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I opened the gas tank and filled it with with gasoline. Scenario 2 | He went to work, and I married another.",,True,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.15,1.0136567466356647,321.9,189.14542024590497,4.221928094859951,0.2577598989009857,0.015065382234752178,0.4727156460285187,19.532390594482422,19,0.030847975984215736,1,,Social Sciences
mmlu_00067_t1.0,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
Machiavelli's treatise is best understood in the context of which of the following?",,False,False,mmlu,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,0.65,3.05,1.4309088021254186,578.1,136.98171410812466,4.121928094861394,0.16233119368553162,0.0055295927450060844,0.31401166319847107,19.54628562927246,18,0.013438298366963863,1,,Humanities
mmlu_00068_t1.0,"These goods are bought infrequently, used repeatedly, and involve a reasonably high level of consumer risk:",,True,False,mmlu,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,0.65,2.95,1.4309088021254188,490.9,139.00931623456034,3.1393538721498877,0.14064911007881165,0.004377321805804968,0.2752801179885864,18.137462615966797,12,0.010961907915771008,1,,Social Sciences
mmlu_00069_t1.0,"How long would it take a car, starting from rest and accelerating uniformly in a straight line at 5 m/s^2, to cover a distance of 200 m ?",,False,False,mmlu,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,0.6,3.1,1.57797338380595,209.9,126.60406786513613,4.321928094858508,0.23815421760082245,0.0155507056042552,0.4416748583316803,21.89031410217285,20,0.02681499719619751,1,,STEM
mmlu_00070_t1.0,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,,False,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.3,1.7349351572897471,388.6,205.5157901476186,4.121928094861394,0.21093320846557617,0.014911102131009102,0.3972355127334595,17.35950469970703,18,0.027843322604894638,0,,Medicine & Health
mmlu_00071_t1.0," Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",,False,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.4,1.2,337.75,164.85626315066105,1.5567796494383834,0.0979355126619339,0.00540518295019865,0.1960838884115219,15.507368087768555,6,0.013167327269911766,0,,Humanities
mmlu_00072_t1.0,"A 37-year-old man with type 1 diabetes mellitus is admitted to the hospital because of inadequate control of his glucose concentrations for the past 2 months. Despite his poor control, he demands that he be discharged. He reports that he has had a 3-month history of fatigue, irritability, and feelings of hopelessness. He says that he has been noncompliant with his diabetic regimen, adding, ""Sometimes I forget."" He has been avoiding his family and friends because he is not in the mood to see them but admits that he is lonely. He did not get out of bed for 2 days, which prompted his wife to call an ambulance and have him admitted to the hospital. Prior to admission to the hospital, his only medication was insulin, although he often missed doses. He does not drink alcohol. He is 168 cm (5 ft 6 in) tall and weighs 100 kg (220 lb); BMI is 36 kg/m2 . His temperature is 37°C (98.6°F), pulse is 68/min, respirations are 18/min, and blood pressure is 150/85 mm Hg. Physical examination shows no abnormalities. On mental status examination, he is tired and has a restricted affect. There is no evidence of suicidal ideation. Cognition is intact. His fasting serum glucose concentration is 120 mg/dL. Which of the following is the most appropriate next step in management?",,False,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,0.75,2.55,1.4654350889752847,586.05,128.84932091400404,4.321928094858508,0.2407538890838623,0.0023126050364226103,0.4458373486995697,20.57807159423828,20,0.00904590543359518,1,,Medicine & Health
mmlu_00073_t1.0,Which of the following supranational organizations is not an economic union?,,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,0.35,3.95,1.4309088021254186,177.35,109.86959315479419,3.6464393446508163,0.26085591316223145,0.053746432065963745,0.4775432348251343,18.58768653869629,14,0.08471586555242538,0,,Social Sciences
mmlu_00074_t1.0," According to Aquinas, the first precept of natural law is",,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.25,0.9420721840708386,384.6,187.62100095671593,4.321928094858508,0.256594717502594,0.018869083374738693,0.4708932042121887,18.634761810302734,20,0.03429383412003517,1,,Humanities
mmlu_00075_t1.0,"Consider the number pattern 5, 9, 13, 17, 21, 25, 29. Which rule could have been used to make the pattern?",,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.45,1.2031209415515967,223.1,121.26413319691854,4.321928094858508,0.24132338166236877,0.014454277232289314,0.4467470645904541,20.069101333618164,20,0.024165384471416473,1,,STEM
mmlu_00076_t1.0,Which of the following is a type of bacterium that produces a toxin in food under anaerobic conditions?,,True,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.35,1.3143439428094914,349.15,184.1834072331164,3.484183719760433,0.18940091133117676,0.030150095000863075,0.36097797751426697,16.902076721191406,13,0.05055538937449455,0,,STEM
mmlu_00077_t1.0,"By 1900 B.P., the central elements of Mayan culture were in place. These did NOT include:",,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.5,1.284523257866513,387.25,165.15473804889766,4.221928094859951,0.21015481650829315,0.009432665072381496,0.39594173431396484,20.883968353271484,19,0.020764760673046112,1,,Humanities
mmlu_00078_t1.0,Estimate 153 + 44. The sum is between which numbers?,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.55,1.2439855304624727,201.25,133.48403462586828,3.8841837197561055,0.2037787139415741,0.026187146082520485,0.38529640436172485,20.31653594970703,16,0.0517849363386631,1,,STEM
mmlu_00079_t1.0,"Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)",,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.6,0.9165151389911679,285.0,197.35931698300945,3.9841837197546632,0.3455589711666107,0.03668707236647606,0.6017968654632568,23.275659561157227,17,0.0774875059723854,1,,STEM
mmlu_00080_t1.0,A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?,,False,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.8,1.469693845669907,281.75,140.13025190871528,3.6414460711438803,0.21842055022716522,0.014843098819255829,0.40961432456970215,19.134599685668945,15,0.03169168159365654,0,,STEM
mmlu_00081_t1.0,“Time-out” procedures in manipulating behaviors are based on the conditioning concept of,,True,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.6,1.319090595827292,474.15,248.97896999545966,4.021928094862837,0.24562260508537292,0.047375597059726715,0.45359423756599426,20.89236068725586,17,0.07500850409269333,1,,Social Sciences
mmlu_00082_t1.0,Which of these is another name for a golf course?,,True,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,0.35,3.8,1.5684387141358123,344.95,143.81149988787405,3.784183719757547,0.16037026047706604,0.0035203297156840563,0.31054943799972534,17.858036041259766,15,0.012753556482493877,0,,Sports
mmlu_00083_t1.0,"A 26-year-old woman with HIV infection comes to the office because of a 4-day history of pain and redness of her left lower leg. She says the symptoms began after she tripped over a tree branch in her yard and scraped her left leg. Current medications include antiretroviral therapy and ibuprofen as needed. Vital signs are temperature 38.3°C (100.9°F), pulse 86/min, respirations 14/min, and blood pressure 138/70 mm Hg. There is a 5×8-cm area on the anterior surface of her left lower extremity that is swollen, erythematous, and tender. She previously has developed a rash after taking erythromycin, and she has had an anaphylactic response to penicillin. Which of the following antibiotic therapies is most appropriate for this patient?",,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.45,1.3219304066402287,428.2,163.82081674805556,4.021928094862837,0.17210274934768677,0.0026716054417192936,0.33114349842071533,21.641475677490234,17,0.007910588756203651,1,,Medicine & Health
mmlu_00084_t1.0,Analyses of social power in consulting relationships emphasize the importance of which two forms of power,,False,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.4,1.5297058540778357,361.8,194.83521242321677,3.8841837197561055,0.19218815863132477,0.03022182360291481,0.3657263517379761,17.6329345703125,16,0.05040377750992775,0,,Social Sciences
mmlu_00085_t1.0,A descript amount of 2-bromobutane is placed into a strong solution of ethanol and allowed to complete a reaction. The result of this reaction produces a major product of 2-butene and a minor product of 1-butene. Which of the following descriptions of the starting compound explains why 2-butene is the major product?,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,0.3,236.95,172.52462867660373,4.321928094858508,0.3256100118160248,0.02404889091849327,0.5738930702209473,24.347299575805664,20,0.036001481115818024,1,,STEM
mmlu_00086_t1.0,"In this chapter's Senior View, May Lee told us that we should all respect our elders because",,False,False,mmlu,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,0.65,3.0,1.378404875209022,411.75,219.9401907337538,4.021928094862837,0.20946064591407776,0.009998267516493797,0.3947870433330536,19.675640106201172,17,0.023849640041589737,1,,Humanities
mmlu_00087_t1.0,"A city resident commuted to work each day by subway. After purchasing her subway ticket, the resident entered the subway for her ride downtown to where she was employed. Looking for a seat, the resident was walking toward the rear of the subway car when it came to an abrupt halt. As a result of the sudden stop, the resident fell onto a commuter, injuring him. If the commuter asserts a claim against the subway company to recover for his personal injuries, the commuter will probably",,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.15,0.6538348415311012,493.15,158.0832929186383,4.121928094861394,0.1734873503446579,0.005357755813747644,0.33355453610420227,19.977806091308594,18,0.01173802837729454,1,,Law & Business
mmlu_00088_t1.0,"What nutritional strategies will not improve performance during prolonged endurance type exercise?
",,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.2,0.9797958971132711,327.85,163.96928828289768,3.8841837197561055,0.18847478926181793,0.013887517154216766,0.35939669609069824,21.116601943969727,16,0.031015418469905853,1,,Medicine & Health
mmlu_00089_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was bored and dug a hole to create a cellar in my backyard. Scenario 2 | I was due to start work soon, so I went to a baseball game.",,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.0,0.7745966692414834,369.55,206.51887928225835,4.321928094858508,0.2676304280757904,0.0099562406539917,0.48803675174713135,19.803237915039062,20,0.02233746089041233,1,,Social Sciences
mmlu_00090_t1.0,"Proposed legislation was offered to a state legislature that would reorganize the state police. The bill created a great deal of controversy, both in and outside the state government. Several leaders of the minority party in the legislature decided to oppose the legislation. One member of the minority party disagreed with his party's opposition to the bill and publicly announced his support for the legislation. The minority party leaders called a caucus to discuss and determine their legislative strategy for floor debate on the bill. When the disagreeing member appeared at the door of the caucus room, he was denied admission because of his anti-party stance. He was also informed that he would be removed from all of his committee assignments. During the caucus, the party members discussed other means of disciplining the member for his party insubordination. It was suggested that they issue a press release in which the party would publicly castigate him for his actions. The leader of the party said that ""the member is a cutthroat politician who is only looking out for where his next buck will come from. ""Which of the following constitutional provisions would give the ousted member his best grounds for challenging his exclusion from the party caucus?",,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.4,1.1135528725660044,627.4,115.02799659213403,4.321928094858508,0.20875851809978485,0.004647260531783104,0.39361780881881714,19.722354888916016,20,0.011786399409174919,1,,Law & Business
mmlu_00091_t1.0,"In an epidemiological context, what is the population at risk?
",,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,0.35,3.95,1.4309088021254186,433.9,155.95733390898934,1.9166422780841108,0.10245746374130249,0.004403175786137581,0.20464995503425598,15.077524185180664,8,0.009790929034352303,0,,Medicine & Health
mmlu_00092_t1.0,Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?,,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.25,0.7664854858377946,419.35,195.74837802648582,4.221928094859951,0.2111959010362625,0.014622261747717857,0.39767178893089294,19.79244613647461,19,0.027293263003230095,1,,Social Sciences
mmlu_00093_t1.0,"A reading specialist in a large public school system believes that the more time students spend reading, the better they will do in school. She plans a middle school experiment in which an SRS of 30 eighth graders will be assigned four extra hours of reading per week, an SRS of 30 seventh graders will be assigned two extra hours of reading per week, and an SRS of 30 sixth graders with no extra assigned reading will be a control group. After one school year, the mean GPAs from each group will be compared. Is this a good experimental design?",,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.45,1.0712142642814275,484.95,193.40126033715498,4.321928094858508,0.2652988135814667,0.014527286402881145,0.48443615436553955,20.833044052124023,20,0.025058673694729805,1,,Social Sciences
mmlu_00094_t1.0, An imbalance between a consumer's actual and desired state in which recognition that a gap or problem needs resolving is called:,,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,1.8,1.0295630140987,445.7,223.41488312106694,3.139353872149888,0.24688832461833954,0.05086324363946915,0.45560285449028015,19.99920654296875,12,0.08375643193721771,1,,Social Sciences
mmlu_00095_t1.0,Which of the following best describes the 'Orient' according to Edward Said?,,False,False,mmlu,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,0.30000000000000004,4.0,1.449137674618944,415.85,167.30579039590947,4.021928094862837,0.13257035613059998,0.002888938644900918,0.26059553027153015,16.74579620361328,17,0.007351905573159456,0,,Humanities
mmlu_00096_t1.0,"Two cars were driving within the legal speed limit as they approached an intersection. There are no traffic lights, stop signs, or warnings posted at this intersection. Both vehicles entered the intersection simultaneously and collided. In the accident, one of the drivers suffered a broken pelvis and internal injuries. Although the other driver's truck was slightly damaged, he did not suffer any physical injuries. Thereafter, the injured driver sued the city for negligence, claiming that the city failed to provide adequate warning at the intersection, which she contended was particularly dangerous and heavily traveled. At trial, the city attorney offers evidence that the intersection has been the same for 14 years, and no other accidents have occurred during that time. Upon objection by the injured driver's attorney, this evidence should be",,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,0.44999999999999996,3.5,1.396424004376894,570.35,178.09218820599628,4.121928094861394,0.20217640697956085,0.02474335767328739,0.382608026266098,17.656131744384766,18,0.04018612578511238,0,,Law & Business
mmlu_00097_t1.0,"A doctor was the owner of 1,500 acres of undeveloped timberland. In September 1989, the doctor executed a warranty deed conveying the timberland property to a dentist in fee simple. The dentist recorded immediately in the Grantor Grantee Index. Then in April 1990, the dentist conveyed the same tract to a buyer in fee simple by warranty deed. The buyer paid full market value and recorded the deed at once in the Grantor Grantee Index. The land in question had never been occupied, fenced, or cleared except that between the years 1986 2010, a mining company, one mile from the property, regularly drove trucks over a cleared path pursuant to a 1986 agreement with the doctor. The agreement, which was duly recorded, provided that ""the parties expressly agree and the doctor promises that the doctor and his successors shall refrain from obstructing the said described pathway across the doctor's land, which the mining company and its successors may perpetually use as a road, in consideration of which the mining company and its successors will pay the sum of $700 per annum. ""In 1990, after the conveyance from the dentist, the buyer informed the mining company that he would no longer honor the 1986 agreement permitting the mining company to use the pathway. The mining company brought an action for specific performance. Judgment should be for",,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,590.8,57.429609087995715,4.321928094858508,0.1917695254087448,0.0017416884656995535,0.36501413583755493,20.866878509521484,20,0.00756967905908823,1,,Law & Business
mmlu_00098_t1.0,Who is an archenemy of the cartoon superhero Underdog?,,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.0,1.0954451150103321,344.0,140.61898876040888,3.8219280948642798,0.1607433706521988,0.005594021175056696,0.31120872497558594,23.508697509765625,16,0.014479639939963818,1,,Entertainment
mmlu_00099_t1.0,The case study of Phineas Gage's brain injury was significant for which of the following reasons?,,True,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.4,1.5297058540778357,478.85,184.8916642252971,3.9841837197546632,0.13854557275772095,0.002671451773494482,0.27146977186203003,16.246463775634766,17,0.007047510705888271,0,,Medicine & Health
mmlu_00100_t1.0,"A 15-year-old boy was killed during a gang fight. Two days after his funeral, the boy's mother saw a television program about gang violence and was shocked to see video of herself weeping over the boy's body. The video had been shot by the television reporting team while the boy's body was still lying on a public street. The mother suffered severe emotional distress as a result of seeing the video. If the mother sues the television station for invasion of her privacy and that of her son, will the mother be likely to prevail?",,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,588.25,97.65647699973617,4.121928094861394,0.21308498084545135,0.0077340914867818356,0.4008052349090576,22.244489669799805,18,0.018670057877898216,1,,Law & Business
mmlu_00101_t1.0, Which of the following is an example of a value-based moral theory?,,True,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,0.75,2.75,1.299038105676658,345.0,190.5888244362717,3.341446071148209,0.21521154046058655,0.024345120415091515,0.40432313084602356,19.226484298706055,12,0.04495428875088692,1,,Humanities
mmlu_00102_t1.0,In what decade did Israel become an independent state?,,True,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.4,1.2,338.0,157.51412635062292,3.4037016960385924,0.16262240707874298,0.014233723282814026,0.31452494859695435,17.06393051147461,13,0.025963911786675453,0,,Social Sciences
mmlu_00103_t1.0,Mill claims that a happy life is one of:,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.45,1.0712142642814275,362.25,164.2272434768361,4.021928094862837,0.1922798454761505,0.005037141032516956,0.36588233709335327,19.548316955566406,17,0.017142662778496742,1,,Humanities
mmlu_00104_t1.0,"In the jury pool available for this week, 30 percent of potential jurors are women. A particular trial requires that, out of a jury of 12, at least three are women. If a jury of 12 is to be selected at random from the pool, what is the probability it meets the requirements of this trial?",,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.0,0.7745966692414834,345.8,156.4607298973132,3.9841837197546632,0.19444255530834198,0.03107658587396145,0.36955511569976807,24.811668395996094,17,0.04988475516438484,1,,STEM
mmlu_00105_t1.0,If the money supply increases what happens in the money market (assuming money demand is downward sloping)?,,True,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.6,1.2,388.55,123.4522073516711,3.2464393446551454,0.1300731599330902,0.00346454419195652,0.2560286819934845,18.292236328125,11,0.009463374502956867,1,,Social Sciences
mmlu_00106_t1.0,Statement 1| L2 regularization of linear models tends to make models more sparse than L1 regularization. Statement 2| Residual connections can be found in ResNets and Transformers.,,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.1,0.7000000000000001,407.85,179.90838640819388,2.323219672323966,0.1503472626209259,0.027318667620420456,0.2927265465259552,23.737964630126953,8,0.050061050802469254,1,,STEM
mmlu_00107_t1.0,The term 'secondary deviation' refers to:,,True,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.4,1.2409673645990857,396.15,204.55470539686934,3.303701696040035,0.15422511100769043,0.010980954393744469,0.2996472716331482,18.815235137939453,12,0.021840382367372513,1,,Social Sciences
mmlu_00108_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I tried to spike the lemonade with fentanyl. Scenario 2 | When my son told me he was gay, I rejected him.",,True,False,mmlu,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,0.25,4.25,1.299038105676658,298.15,204.2109877063426,3.9841837197546632,0.278091162443161,0.013593773357570171,0.504050076007843,17.907222747802734,17,0.03167314454913139,0,,Social Sciences
mmlu_00109_t1.0,What was Clarence Darrow's belief about life's meaning?,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.85,0.3570714214271425,469.1,137.04594120221148,4.221928094859951,0.21228761970996857,0.019460545852780342,0.39948368072509766,22.911083221435547,19,0.03137454763054848,1,,Humanities
mmlu_00110_t1.0,"This question refers to the following information.
Read the following excerpt.
Never were talents of the highest genius of the most exalted kind, more profusely bestowed upon a human being. The genius of Napoleon is astounding. All branches of human knowledge seemed alike familiar to his gigantic mind. His conversations at St. Helena, scattered through the numerous and voluminous memorials of those who gleaned them, are replete with intensest interest. During the long agony of his imprisonment and his death, he conversed with perfect freedom upon the events of his marvelous career, and upon all those subjects or morals, politics, and religion, which most deeply concern the welfare of our race. There is no mind which will not be invigorated by familiarity with these profound thoughts, expressed with so much glow of feeling and energy of diction.
—John S. C. Abbott, historian, Napoleon at St. Helena, 1855
Which of the following features of the French empire under Napoleon does Abbott seem most impressed with?",,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.3,0.9,523.75,178.3417716072149,3.746439344649374,0.1781262904405594,0.023709695786237717,0.3416037857532501,22.11416244506836,15,0.042714450508356094,1,,Humanities
mmlu_00111_t1.0,The ATP store in muscle can only supply energy in high intensity exercise for about:,,True,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.6,1.3564659966250536,369.85,108.09545550114493,3.9219280948642794,0.13564710319042206,0.0017745301593095064,0.26620423793792725,17.042001724243164,16,0.005716473329812288,0,,STEM
mmlu_00112_t1.0,"Social influence occurs when an individual’s attitude, thoughts, feelings, or behaviors are affected by the persuasive effect of others. There are many responses. Which type of social influence represents the Milgram effect?",,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,0.35,3.95,1.4309088021254186,424.3,180.72827670290005,3.0464393446565885,0.13785435259342194,0.006467010825872421,0.2702156603336334,15.71501636505127,10,0.01713784784078598,0,,Social Sciences
mmlu_00113_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Upon hearing that her son was captured, I assured her not to worry because the authorities were on the move and would resolve the issue. Scenario 2 | I added hot sauce to my friend's dinner.",,True,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.3,1.0535653752852738,371.05,194.430829602715,4.221928094859951,0.30151453614234924,0.009849983267486095,0.5390715599060059,19.618305206298828,19,0.03205432370305061,1,,Social Sciences
mmlu_00114_t1.0,"A program that checks spelling works in the following way. A hash table has been defined in which each entry is a Boolean variable initialized to false. A hash function has been applied to each word in the dictionary, and the appropriate entry in the hash table has been set to true. To check the spelling in a document, the hash function is applied to every word in the document, and the appropriate entry in the hash table is examined. Which of the following is (are) correct?
I. true means the word was in the dictionary.
II. false means the word was not in the dictionary.
III. Hash table size should increase with document size.",,False,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.8,1.469693845669907,314.3,206.5657522436863,3.546439344649374,0.257839173078537,0.03883283585309982,0.47283920645713806,18.70331382751465,15,0.06653135269880295,0,,STEM
