prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label,type
q_183,Who was bestowed with the Nobel Prize for Literature in the year 1991?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,48.9,38.6909550153521,4.321928094858508,0.5079132318496704,0.00644455011934042,0.7977373600006104,20,0.0199274905025959,1,name
q_184,Who secured the Nobel Prize for Peace in 1998?,Humanities,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,59.85,31.479000937132678,3.746439344649374,0.3575036823749542,0.009469730779528618,0.6181036829948425,15,0.04402155801653862,1,name
q_185,Who was granted the Nobel Prize for Medicine in 1998?,Medicine & Health,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.9,1.1357816691600546,40.6,21.937183046143367,3.7219280948657207,0.2973226010799408,0.03205612301826477,0.5328888297080994,15,0.04876575618982315,1,name
q_186,Who was bestowed with the Nobel Prize for Chemistry in the year 1902?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,33.35,22.543901614405613,3.2659573209318618,0.3747006058692932,0.011746356263756752,0.6410535573959351,12,0.05438443273305893,1,name
q_187,Who was honored with the Nobel Prize for Literature in 1927?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,16.15,12.362342011123944,0.28639695711307084,0.02791961468756199,0.006625331938266754,0.057957809418439865,2,0.014917920343577862,1,name
q_188,Who emerged as the winner of the Nobel Prize in Medicine in 2005?,Medicine & Health,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.65,1.9306734576307825,35.25,20.314711418083203,2.4638651219393126,0.28942814469337463,0.007466775830835104,0.5211448073387146,8,0.09012046456336975,1,name
q_189,Who won the Nobel Prize for Chemistry in 2023?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,41.45,31.57130817688744,3.9841837197546632,0.415513813495636,0.012102782726287842,0.693027138710022,17,0.030920889228582382,1,name
q_190,Who claimed the Nobel Prize for Chemistry in the year 2012?,STEM,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,58.1,28.79565939512412,4.221928094859951,0.37131714820861816,0.01711917854845524,0.636587381362915,19,0.028639404103159904,1,name
q_191,Who was bestowed with the Nobel Prize for Chemistry in the year 1956?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,60.15,34.9474963337862,3.9841837197546632,0.3879598081111908,0.0035258173011243343,0.6583231091499329,17,0.02288508415222168,1,name
q_192,Who emerged as the winner of the Nobel Prize in Peace in 1994?,Social Sciences,True,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.55,1.6271140095272978,59.65,22.20872576263663,3.484183719760433,0.19027027487754822,0.007756088860332966,0.36246082186698914,13,0.022937815636396408,0,name
q_193,Who was the Nobel Prize recipient for Literature in the year 1952?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.35,0.9096702699330126,30.55,26.371338608421073,3.208694969545529,0.37887856364250183,0.04208061099052429,0.6465350985527039,12,0.06772790849208832,1,name
q_194,Who attained the Nobel Prize for Peace in 1969?,Social Sciences,True,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,48.15,25.689054089241978,4.08418371975322,0.4513770043849945,0.02187487483024597,0.7358026504516602,18,0.040819019079208374,1,name
q_195,Who won the Nobel Prize for Economics in 1977?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.49749371855331,30.95,23.50420175202723,1.5166422780884392,0.15118205547332764,0.03911394998431206,0.2942190170288086,5,0.08127904683351517,1,name
q_196,Who was the Nobel Prize recipient for Literature in the year 1961?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,22.4,14.301748144894734,2.7954618442224515,0.3166426122188568,0.04557245224714279,0.5610763430595398,11,0.08436884731054306,1,name
q_197,Who was the laureate of the Nobel Prize for Chemistry in 1997?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,28.2,22.27913822390803,4.221928094859951,0.45581087470054626,0.01770961657166481,0.740903377532959,19,0.030994493514299393,1,name
q_198,Who was bestowed with the Nobel Prize for Physics in the year 1911?,STEM,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.8,0.8717797887081347,37.5,34.8245602987317,2.9219280948714923,0.2779921591281891,0.0362313836812973,0.5038996934890747,11,0.06662801653146744,1,name
q_199,Which individual received the Nobel Prize for Physics in 1948?,STEM,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,21.05,25.95664654765712,2.1709505944416843,0.22371335327625275,0.07550191134214401,0.4182937741279602,9,0.12271153181791306,1,name
q_200,Who garnered the Academy Awards/Oscars for best director in 1982?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.05,1.3219304066402284,44.15,20.19473941401572,3.508694969544086,0.34599944949150085,0.01101269107311964,0.6024034023284912,13,0.05627948418259621,1,name
q_201,Which movie clinched the Oscar for Denzel Washington in 2001?,Humanities,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.45,1.909842925478428,12.55,10.915470672398877,1.395461844232551,0.22210705280303955,0.029707353562116623,0.4156656265258789,4,0.12654997408390045,0,name
q_202,What is the birth anniversary (mm/dd/yyyy) of Joan Fontaine?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,10.1,1.4106735979665883,0.7475846798202459,0.05376085638999939,0.0018173720454797149,0.11013854295015335,3,0.004771637264639139,1,date
q_203,Which movie secured Bong Joon-ho the Oscar in 2019?,Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.7,15.010329776523898,0.609840304713515,0.08675254136323929,0.0192771777510643,0.1747145801782608,2,0.0506221204996109,0,name
q_204,What is the birth day (mm/dd/yyyy) of Luise Rainer?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,9.6,0.4898979485566356,2.408694969554186,0.14749570190906525,0.001952446298673749,0.2876172363758087,6,0.013140491209924221,1,date
q_205,What film won the Oscar for best picture in 1936?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.5,0.9219544457292888,20.7,7.7207512587830465,1.656779649436941,0.2408871203660965,0.10908110439777374,0.446050226688385,7,0.17403371632099152,1,name
q_206,What is Greer Garson's date of birth (mm/dd/yyyy)?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,10.25,1.6393596310755,2.258871848436704,0.11550422012805939,0.0028331750072538853,0.22912326455116272,6,0.011158202774822712,1,date
q_207,"In 2012, which film led to Ang Lee receiving the Oscar?",Humanities,True,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.1,23.411322047248852,0.7475846798202459,0.06342124938964844,0.015594618394970894,0.12928438186645508,3,0.038090143352746964,0,name
q_208,What is Marion Cotillard's birthdate (mm/dd/yyyy)?,Humanities,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,11.45,7.017656303923696,1.076297625720871,0.08004941046237946,0.013492105528712273,0.16177980601787567,3,0.028669407591223717,1,date
q_209,Who achieved the Academy Awards/Oscars for Best actress in 1960?,Humanities,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.8,1.6613247725836149,42.45,30.075696168168744,2.39546184422678,0.22133128345012665,0.027863552793860435,0.41439491510391235,8,0.06863392144441605,0,name
q_210,What is the birth anniversary (mm/dd/yyyy) of Shirley Booth?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,10.0,1.8973665961010275,3.5037016960371496,0.16304998099803925,0.0036886013112962246,0.3152785301208496,14,0.011105728335678577,1,date
q_211,Who earned the Academy Awards/Oscars for Best actress in 2013?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,29.7,17.799157283422154,1.5788979029802657,0.108015276491642,0.012956954538822174,0.21511906385421753,5,0.03355306014418602,1,name
q_212,Who achieved the Academy Awards/Oscars for Best actor in 1970?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.1,1.3,50.7,16.331258371601376,3.8219280948642798,0.36053386330604553,0.0062017738819122314,0.622192919254303,16,0.03458109498023987,1,name
q_213,"In 1979, which film was honored with the Oscar for best picture?",Humanities,False,False,defan,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,27.95,17.405387097103013,1.3190352743330953,0.12026552110910416,0.0345475934445858,0.23796536028385162,4,0.07323528826236725,0,name
q_214,Which movie earned Katharine Hepburn the Oscar in 1981?,Humanities,False,False,defan,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,16.7,5.701754116059373,2.0814963295185764,0.1679321825504303,0.020280681550502777,0.3238559663295746,7,0.05123917758464813,0,name
q_215,Which movie resulted in Robert Benton winning the Oscar in 1979?,Humanities,False,False,defan,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.6,1.2,17.9,5.337602458033007,0.8475846798188033,0.0962076410651207,0.05100817605853081,0.1927994042634964,4,0.10210861265659332,0,name
q_216,What is Mary Pickford's date of birth (mm/dd/yyyy)?,Humanities,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.4696938456699067,10.9,2.4879710609249455,1.2192407046325209,0.06857232749462128,0.0015419633127748966,0.13941329717636108,3,0.00686903391033411,1,date
q_217,What is the birthdate (mm/dd/yyyy) of Katharine Hepburn?,Humanities,False,False,defan,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.35,1.3143439428094914,10.35,1.152171862180291,0.7475846798202459,0.048476990312337875,0.007388371974229813,0.09958309680223465,3,0.01743207685649395,0,date
q_218,"When was Rex Harrison born, indicating the date (mm/dd/yyyy)?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,11.85,6.973342096871485,0.8475846798188033,0.0714867115020752,0.010904520750045776,0.14511901140213013,4,0.02367030642926693,1,date
q_219,"In 1929, which film secured Mary Pickford the Oscar?",Humanities,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.9,1.7578395831246945,20.25,17.578040277573606,2.8086949695498578,0.3999917507171631,0.023218028247356415,0.673673689365387,9,0.09079643338918686,1,name
q_220,"In 2014, for which film did Julianne Moore win the Oscar?",Humanities,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.1,1.7,22.15,16.36543613839851,3.7219280948657207,0.5073264241218567,0.00915808230638504,0.7971290349960327,15,0.05159769952297211,1,name
q_221,Which movie earned Holly Hunter the Oscar in 1993?,Humanities,False,False,defan,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,3.85,1.7684739183827394,13.8,11.535163631262455,1.7166422780869963,0.18666326999664307,0.050543785095214844,0.35629802942276,6,0.09670515358448029,0,name
q_222,Which film granted George Stevens the Oscar in 1951?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.0,1.3416407864998738,25.0,16.47118696390761,3.484183719760433,0.4664302468299866,0.010239578783512115,0.75295090675354,13,0.04048856720328331,1,name
q_223,"In 1998, for which movie was Roberto Benigni awarded the Oscar?",Humanities,False,False,defan,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.45,1.3219304066402287,35.4,25.401574754333637,2.2232196723254085,0.24247923493385315,0.025043848901987076,0.4485917389392853,7,0.08802494406700134,0,name
q_224,Who attained the Academy Awards/Oscars for Best actress in 1961?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,47.25,24.32873815059055,4.121928094861394,0.3626677393913269,0.008503248915076256,0.6250606179237366,18,0.028223592787981033,1,name
q_225,Who claimed the Academy Awards/Oscars for Best actor in 1930?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.0,1.3416407864998738,29.35,20.43104255783341,3.821928094865721,0.4359181523323059,0.006233675871044397,0.7176964282989502,15,0.03850170224905014,1,name
q_226,Which movie earned Luise Rainer the Oscar in 1937?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.05,1.3219304066402282,20.65,10.095915015490176,1.4190352743316528,0.18769487738609314,0.06349547207355499,0.3580639064311981,5,0.12717312574386597,1,name
q_227,Who emerged victorious in the Academy Awards/Oscars for Best actor in 1942?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,32.3,17.804774640528308,2.863865121936427,0.30318793654441833,0.030181434005498886,0.5415294170379639,10,0.07328594475984573,1,name
q_228,"In 2005, for which film did Ang Lee win the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.55,0.49749371855331004,-1.4428232973175175e-12,0.005016529466956854,1.021975322146318e-06,0.010534700937569141,1,0.00010201230907114223,0,name
q_229,What is the birthdate (mm/dd/yyyy) of Philip Hoffman?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,9.65,0.47696960070847283,0.5689955935849532,0.05878342315554619,0.004362421575933695,0.12011720985174179,3,0.009929207153618336,1,date
q_230,"In 1957, which film secured Joanne Woodward the Oscar?",Humanities,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.55,1.8296174463531987,20.75,8.11711155522702,3.0016094970431575,0.36286383867263794,0.04878085106611252,0.6253237128257751,11,0.07947227358818054,1,name
q_231,Which movie earned Elia Kazan the Oscar in 1947?,Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.15,11.217285767956525,0.28639695711307084,0.038691624999046326,0.016980482265353203,0.07988031953573227,2,0.03692418336868286,0,name
q_232,"In 1985, which film granted Sydney Pollack the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.15,13.57672640955838,0.5689955935849532,0.05002496764063835,0.01708117499947548,0.10268162190914154,3,0.03693796321749687,0,name
q_233,Who achieved the Academy Awards/Oscars for Best actor in 1989?,Humanities,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.2,1.661324772583615,42.7,18.981833420404893,2.4709505944445693,0.2671162486076355,0.002071831841021776,0.4872434139251709,7,0.07479999214410782,1,name
q_234,"When did Jodie Foster celebrate their birthday, specifying the date (mm/dd/yyyy)?",Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.15,1.2757350822173072,17.25,16.513252253871737,2.5954618442253374,0.19623364508152008,0.030529936775565147,0.37258902192115784,9,0.06369584798812866,1,date
q_235,"In 1940, for which film did Ginger Rogers win the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.7,0.45825756949558394,-1.4428232973175175e-12,0.0030587732326239347,7.150493274821201e-06,0.006429802160710096,1,5.2172381401760504e-05,0,name
q_236,Who was awarded the Academy Awards/Oscars for Best actress in 2010?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703367,38.45,24.288834883542684,1.4609640474379104,0.15634071826934814,0.004770128987729549,0.303409606218338,4,0.049346037209033966,1,name
q_237,"In 1970, which film granted Glenda Jackson the Oscar?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,21.2,11.124747188138706,3.9219280948642794,0.5131872892379761,0.007784041576087475,0.8031715154647827,16,0.025692783296108246,1,name
q_238,Who secured the Academy Awards/Oscars for Best actor in 1971?,Humanities,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.25,1.4448183276799889,68.15,24.45664531369746,3.8464393446479326,0.3127771019935608,0.02398848533630371,0.5554999113082886,16,0.04409574344754219,1,name
q_239,"In 1935, for which movie did Bette Davis win the Oscar?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.4974937185533099,20.05,10.3560368867632,3.8219280948642798,0.5090910196304321,0.014438556507229805,0.7989562153816223,16,0.03359806537628174,1,name
q_240,"When did Jessica Lange celebrate their birthday, specifying the date (mm/dd/yyyy)?",Humanities,False,False,defan,20,0,18,2,18,0.0,0.9,0.1,1.0,1.0,1.0,1.65,0.4769696007084729,20.65,21.84095922801927,1.5567796494383834,0.20132975280284882,0.05689244717359543,0.3811850845813751,6,0.10500769317150116,1,date
q_241,Who attained the Academy Awards/Oscars for Best actress in 1981?,Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.1,1.3,45.1,20.50585282303567,3.303701696040035,0.303335040807724,0.022652950137853622,0.5417456030845642,12,0.05800875276327133,1,name
q_242,When did Jennifer Jones enter this world (mm/dd/yyyy)?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,11.9,2.7910571473905725,2.7016094970460434,0.17955555021762848,0.011888254433870316,0.34407463669776917,9,0.03496675565838814,1,date
q_243,Which film bestowed the Oscar upon Brie Larson in 2015?,Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.8,11.775398082442905,0.4689955935863958,0.06434434652328491,0.02478145994246006,0.1311037838459015,2,0.05678150802850723,0,name
q_244,Which film secured the Oscar for best picture in 1986?,Humanities,False,False,defan,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.5,1.2041594578792296,12.9,14.515164484083536,1.0219280948815916,0.13048312067985535,0.04668152332305908,0.25677981972694397,4,0.09054790437221527,0,name
q_245,When did Broderick Crawford arrive on this planet (mm/dd/yyyy)?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,11.5,2.924038303442689,3.0282129458265743,0.1410592496395111,0.003577587427571416,0.2760217487812042,10,0.01095516700297594,1,date
q_246,Which movie claimed the Oscar for best picture in 1972?,Humanities,False,False,defan,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.55,1.0712142642814275,20.65,24.156313874430428,1.0219280948815916,0.14179563522338867,0.05791858583688736,0.27735286951065063,4,0.12396448850631714,0,name
q_247,What is the birth anniversary (mm/dd/yyyy) of Nicole Kidman?,Humanities,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.4696938456699067,9.85,0.3570714214271425,0.8112781244562475,0.04497762396931648,0.0014409915311262012,0.09256024658679962,2,0.0061302888207137585,0,date
q_248,What is Geoffrey Rush's birthdate (mm/dd/yyyy)?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.4974937185533099,10.75,2.5470571253900056,2.11924070462675,0.11057136207818985,0.006879892200231552,0.21991226077079773,7,0.021742040291428566,1,date
q_249,Who secured the Academy Awards/Oscars for Best actor in 2000?,Humanities,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.388344337691482,44.85,20.20711508355411,3.4841837197604333,0.3353389799594879,0.010188144631683826,0.5876060724258423,13,0.04589839279651642,1,name
q_250,Which film granted Meryl Streep the Oscar in 1982?,Humanities,False,False,defan,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,4.05,1.4654350889752847,18.1,7.8287930104199335,1.2567796494412689,0.2019718438386917,0.05856543779373169,0.3822643756866455,4,0.15400277078151703,0,name
q_251,What film won the Oscar for best picture in 1963?,Humanities,False,False,defan,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,13.25,9.694715055121527,0.8475846798188033,0.11188150942325592,0.04774332419037819,0.22236368060112,4,0.09266354143619537,0,name
q_252,"In 1971, which film secured William Friedkin the Oscar?",Humanities,False,False,defan,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,38.05,18.67745967737583,1.4366664819109167,0.1717686653137207,0.01210424117743969,0.3305608928203583,4,0.07428445667028427,0,name
q_253,Which film was awarded the Oscar for best picture in 1965?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,14.05,2.747271373563231,1.4609640474379104,0.12121903896331787,0.026258140802383423,0.23973050713539124,4,0.05891003459692001,1,name
q_254,"In 2001, for which movie was Denzel Washington awarded the Oscar?",Humanities,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,1.75,1.4097872179871684,11.1,13.003461077728499,1.4190352743316528,0.18586120009422302,0.05406314879655838,0.35492438077926636,5,0.10976225137710571,1,name
q_255,Which movie secured Jennifer Jones the Oscar in 1943?,Humanities,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,23.35,14.114797200101743,2.8086949695498578,0.37762951850891113,0.02505742572247982,0.6448999643325806,9,0.0777294933795929,1,name
q_256,Which film emerged victorious in the Oscar race for best picture in 1977?,Humanities,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.5898113095584645,18.9,15.208221460775746,2.1609640474335823,0.2699008882045746,0.047016628086566925,0.4915319085121155,7,0.1046631783246994,0,name
q_257,Who garnered the Academy Awards/Oscars for best director in 2009?,Humanities,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.75,1.1779218989389746,49.15,27.24935779059756,3.6219280948671635,0.353581041097641,0.009373379871249199,0.6127816438674927,14,0.04547502100467682,1,name
q_258,Who was awarded the Academy Awards/Oscars for best director in 1936?,Humanities,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,2.85,1.7965244223221684,37.25,17.843416152743846,3.784183719757547,0.37938612699508667,0.009542294777929783,0.6471983790397644,15,0.03815051168203354,1,name
q_259,Which film granted Danny Boyle the Oscar in 2008?,Humanities,False,False,defan,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.2,1.6,22.7,12.313001258832063,1.5567796494383834,0.16982188820838928,0.0644625797867775,0.32716241478919983,6,0.11696390062570572,0,name
q_260,"In 2014, which film granted Julianne Moore the Oscar?",Humanities,False,False,defan,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,3.8,1.8330302779823358,16.15,6.7696011699360845,1.9166422780841108,0.26338711380958557,0.1149449497461319,0.4814750552177429,8,0.178998664021492,0,name
q_261,Who claimed the Academy Awards/Oscars for best director in 1952?,Humanities,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,22.55,17.292989909208877,3.6414460711438803,0.3799544870853424,0.0196295827627182,0.6479403972625732,15,0.0455801859498024,1,name
q_262,Which film was awarded the Oscar for best picture in 2004?,Humanities,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.4696938456699067,34.6,14.544414735560865,1.6783898247163065,0.273820698261261,0.01717234030365944,0.4975404739379883,5,0.11991836130619049,1,name
q_263,Which person triumphed in the Academy Awards/Oscars for Best actress in 1994?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,40.45,18.79487962185446,3.0709505944387985,0.25231653451919556,0.030467066913843155,0.46417826414108276,11,0.060398001223802567,1,name
q_264,Who received recognition with the Academy Awards/Oscars for Best actress in 2002?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,52.1,16.646020545463713,2.8464393446580307,0.269085556268692,0.011859339661896229,0.49027806520462036,9,0.057808488607406616,1,name
q_265,Who emerged victorious in the Academy Awards/Oscars for best director in 1970?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,32.95,19.632816914543874,1.8128876215109468,0.16051220893859863,0.00760707026347518,0.3108002841472626,5,0.044743817299604416,1,name
q_266,"In 2009, for which movie did Kathryn Bigelow win the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.15,9.835013980671302,0.28639695711307084,0.024125372990965843,0.008957982063293457,0.05017818138003349,2,0.019974594935774803,0,name
q_267,Which film bestowed the Oscar upon Alejandro G. Iñárritu in 2015?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,16.2,10.712609392673661,0.9219280948830342,0.06842564046382904,0.011968899518251419,0.13912560045719147,3,0.029991881921887398,1,name
q_268,Who was honored with the Academy Awards/Oscars for Best actor in 1979?,Humanities,False,False,defan,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,47.9,17.75077463098442,2.146439344662359,0.1780470609664917,0.019152004271745682,0.34146660566329956,6,0.051976967602968216,0,name
q_269,Who received recognition with the Academy Awards/Oscars for Best actress in 1944?,Humanities,False,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.5,1.6881943016134133,43.15,27.265866940187323,2.4332062193363964,0.28967422246932983,0.033049434423446655,0.5215129852294922,7,0.08416416496038437,0,name
q_270,Who garnered the Academy Awards/Oscars for best director in 1946?,Humanities,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.9,1.5132745950421556,43.75,27.07004802359981,2.4659573209390757,0.20897558331489563,0.021889273077249527,0.3939793109893799,7,0.05626234784722328,0,name
q_271,Who was honored with the Academy Awards/Oscars for Best actress in 2010?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703367,36.8,25.255890402042848,1.943751954411846,0.18515357375144958,0.02664821781218052,0.35371074080467224,6,0.06996458768844604,1,name
q_272,Who garnered the Academy Awards/Oscars for Best actress in 1974?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,42.9,24.801008044029178,3.046439344655145,0.18952545523643494,0.01709306240081787,0.361190527677536,11,0.04250393062829971,1,name
q_273,What is Nicolas Cage's birthdate (mm/dd/yyyy)?,Humanities,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,8.0,0.0,1.7883763717287364,0.08845002949237823,0.000733687193132937,0.17797555029392242,4,0.010368632152676582,1,date
