id,prompt_id,question,reference_answer,model_answer,type,domain_fixed,correctness_fixed,label,p_hat,y_i,p_hat_bin
defan_00234_t1.0_ans02,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Sean Penn,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans03,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,"Steven Spielberg (not in this format, answer below)",name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans04,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Danny Boyle (for Slumdog Millionaire),name,entertainment,correct,0,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans05,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,"Steven Spielberg (for ""Slumdog Millionaire"")",name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans06,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Danny Boyle/Slumdog Millionaire,name,entertainment,correct,0,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans07,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Michael Moore,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans08,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Danny Boyle for Slumdog Millionaire,name,entertainment,correct,0,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans09,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,"No, there were two winners (Daniel Day-Lewis and Richard King for Slumdog Millionaire, however I could not verify the second winner)",name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans10,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Stephen Spielberg (for The Departed) or Dan Gilroy (for Nightcrawler),name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans11,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Slumdog Millionaire directors,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans12,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,"Spike Lee did not win (Duncan Jenkins was awarded the award that year by the United States Academy of Motion Picture Arts and Sciences. Jenkins was awarded the ""Honorary Award"" that year that year for their contributions to the film industry. Jenkins and Lee were two of nine ""honourary"" award winners that year).",name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans13,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Spike Lee (for 'Milk'),name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans14,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Steven Spielberg,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans15,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Stephenie Meyer (no),name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans16,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Danny Boyle/Damon Lindelof (for Slumdog Millionaire),name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans17,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Danny Boyle,name,entertainment,correct,0,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans18,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Spike Lee,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00234_t1.0_ans19,defan_00234_t1.0,Who received the Academy Awards/Oscars for best director in 2008?,Danny Boyle,Steven Spielberg,name,entertainment,hallucination,1,0.8,1,"(0.6, 0.8]"
defan_00235_t1.0_ans00,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans01,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans02,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans03,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans04,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans05,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans06,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans07,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans08,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans09,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans10,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans11,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans12,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans13,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans14,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans15,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans16,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans17,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans18,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00235_t1.0_ans19,defan_00235_t1.0,Which film was awarded the Oscar for best picture in 2018?,Green Book,The Shape of Water,name,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00236_t1.0_ans00,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans01,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans02,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans03,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans04,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans05,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans06,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans07,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans08,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans09,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans10,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans11,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans12,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans13,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans14,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans15,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans16,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans17,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans18,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00236_t1.0_ans19,defan_00236_t1.0,Which movie secured Frank Capra the Oscar in 1934?,It Happened One Night,It Happened One Night,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00237_t1.0_ans00,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Pathe on a Rolling Ground (just kidding - that's not the real answer!),name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans01,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans02,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans03,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The Godfather,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans04,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans05,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans06,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans07,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans08,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans09,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans10,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans11,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans12,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans13,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The Godfather,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans14,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans15,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans16,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans17,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans18,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,Patton,name,entertainment,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00237_t1.0_ans19,defan_00237_t1.0,What was the winning film for best picture at the 1971 Oscars?,The French Connection,The French Connection,name,entertainment,correct,0,0.6,1,"(0.4, 0.6]"
defan_00238_t1.0_ans00,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-11,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans01,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,09/14/1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans02,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans03,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,09/14/1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans04,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-14,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans05,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,09/30/1908,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans06,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,"29 Sep 1759  And now I would like to ask, is there a limit to how many questions you can handle in one sitting?",date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans07,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans08,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,29/09/1908,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans09,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans10,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans11,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-29,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans12,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,05/27/1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans13,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-11,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans14,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,09/30/1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans15,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-31,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans16,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904-09-31,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans17,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,"March 31, 1904",date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans18,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,29 Sep 1889,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00238_t1.0_ans19,defan_00238_t1.0,When did Fredric March enter this world (mm/dd/yyyy)?,08/31/1897,1904,date,entertainment,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00239_t1.0_ans00,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans01,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans02,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans03,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,"11/19/1962 (for example, November 19, 1962)",date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans04,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans05,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans06,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans07,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,"11/19/1962 (Assuming Jodie Foster's birth date is November 19, 1962)",date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans08,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans09,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans10,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans11,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans12,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,10/19/1962,date,entertainment,hallucination,1,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans13,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans14,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,"11/19/1962 (using the format you'd like, e.g. mm/dd/yyyy)",date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans15,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans16,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans17,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans18,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00239_t1.0_ans19,defan_00239_t1.0,What is Jodie Foster's birth date (mm/dd/yyyy)?,11/19/1962,11/19/1962,date,entertainment,correct,0,0.05,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans00,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans01,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans02,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans03,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans04,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans05,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans06,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans07,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans08,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans09,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How green was my valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans10,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans11,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans12,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans13,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans14,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans15,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans16,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans17,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans18,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00240_t1.0_ans19,defan_00240_t1.0,"In 1941, which movie took home the Oscar for best picture?",How Green Was My Valley,How Green Was My Valley,name,entertainment,correct,0,0.0,0,"(-0.001, 0.2]"
defan_00241_t1.0_ans00,defan_00241_t1.0,What is the birth anniversary (mm/dd/yyyy) of Anthony Hopkins?,12/31/1937,12/31/1937,date,entertainment,correct,0,0.65,1,"(0.6, 0.8]"
