prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label,type,domain_canonical,lam2,lam3,SGR,spectral_entropy,ipr_fiedler,HFER,largest_cluster_frac,second_largest_cluster_frac,singleton_cluster_frac
mmlu_00390_t1.0,"When a wireless user authenticates to any AP, both of them go in the course of four-step authentication progression which is called _____________",,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,270.7,194.32629775714867,3.9841837197546632,0.2990818321704864,0.0506005100905895,0.5354881286621094,17,0.0736775025725364,1,,STEM,0.4489264488220215,1.062915325164795,0.4223539109560591,4.1069231033325195,0.8278025984764099,1.51152309069505,0.15,0.1,0.75
mmlu_00391_t1.0,The IP protocol is primarily concerned with,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,399.75,223.07955419535875,4.221928094859951,0.2325419932603836,0.0199446696788072,0.4326401054859161,19,0.0325389616191387,1,,STEM,2.4662344455718994,9.354411125183105,0.2636440081509871,4.206231117248535,0.899558961391449,7.672082721166021,0.1,0.05,0.9
mmlu_00392_t1.0, Mill considers which of the following cases?,,True,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,383.85,189.27711826842676,4.021928094862837,0.2170495241880417,0.0270605683326721,0.4073562622070312,17,0.0450928695499897,1,,Humanities,3.0809059143066406,6.5951995849609375,0.4671436959482783,4.197412967681885,0.8931723237037659,9.522270959107118,0.1,0.1,0.7
mmlu_00393_t1.0,Thermal conduction involves mainly,,False,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.3,1.5524174696260022,360.6,193.35030385287735,3.4037016960385924,0.1750800311565399,0.0302791986614465,0.3363232314586639,13,0.0528677739202976,1,,STEM,1.0348081588745117,10.635296821594238,0.09729941488801805,4.185546875,0.9023529291152954,3.2315330812082266,0.25,0.15,0.5
mmlu_00394_t1.0, How many books are in the New Testament?,,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.55,1.627114009527298,303.7,172.19671890021598,3.5037016960371496,0.2115637809038162,0.0369468592107296,0.398282378911972,14,0.0612700507044792,0,,Humanities,2.5712599754333496,3.2868854999542236,0.7822785331726262,4.1747541427612305,0.8525568842887878,8.531731378698737,0.25,0.15,0.6
mmlu_00395_t1.0,Which of the following is the point at which an impulse is transmitted from one neuron to another neuron?,,False,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.15,1.7109938632268673,380.0,160.18333246627128,3.784183719757547,0.1573633700609207,0.0028660281095653,0.3052248358726501,15,0.0113840922713279,1,,STEM,11.897296905517578,12.233177185058594,0.9725434951047149,4.243869781494141,0.2814372181892395,45.447801028994945,0.15,0.1,0.55
mmlu_00396_t1.0,Most of the radiation in Earth’s biosphere is,,False,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.7,1.6155494421403511,404.45,201.39003823426825,4.08418371975322,0.2081999033689499,0.0197624396532773,0.3926869332790375,18,0.0342922434210777,0,,STEM,2.359501600265503,10.72664737701416,0.21996636182167698,4.207071781158447,0.8986735343933105,7.331712052056957,0.15,0.05,0.85
mmlu_00397_t1.0,"According to Rawls, the two parts of his theory:",,True,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.2179449471770336,381.2,223.99232129695875,4.221928094859951,0.3485967516899109,0.025977486744523,0.6059724688529968,19,0.0500776283442974,1,,Humanities,2.1223127841949463,3.9039063453674316,0.543638241034395,4.173210620880127,0.4362679421901703,7.41371274083491,0.1,0.05,0.9
mmlu_00398_t1.0, One of the messages Nathanson believes we can send by abolishing the death penalty is that,,True,False,mmlu,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.423903086589814,448.1,176.6906618924724,4.08418371975322,0.1899178475141525,0.0119219683110713,0.3618598580360412,18,0.0237551592290401,1,,Social Sciences,7.408413887023926,9.904053688049316,0.7480183481318434,4.230041027069092,0.8279171586036682,21.26825135287163,0.15,0.05,0.85
mmlu_00399_t1.0,"When water changes to steam, energy is",,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.9,1.374772708486752,346.35,184.39231952551603,4.121928094861394,0.2195844203233719,0.0158100482076406,0.4115278422832489,18,0.0311598367989063,1,,STEM,3.7948036193847656,9.584975242614746,0.39591167628206,4.217310428619385,0.8928142786026001,11.689934645801259,0.1,0.1,0.8
mmlu_00400_t1.0,Which muscles are normally active during quiet inspiration?,,False,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,410.3,192.09817802363457,2.9219280948714923,0.1507249176502227,0.0097168749198317,0.2934019863605499,11,0.0251269862055778,1,,Medicine & Health,8.871868133544922,11.508163452148438,0.770919544436906,4.234591484069824,0.8364297747612,29.341424746399753,0.4,0.1,0.4
mmlu_00401_t1.0,"According to Rawls, we can enter the original position:",,True,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,433.55,164.7211203822995,4.321928094858508,0.2586210370063782,0.013019879348576,0.4740603268146515,20,0.0239365883171558,1,,Humanities,6.344165802001953,7.242879867553711,0.8759175782637307,4.223907947540283,0.8100100159645081,20.202018745089845,0.05,0.05,1.0
mmlu_00402_t1.0,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
I ≡ ~J
I ∨ J / I",,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,200.05,147.12867667453546,4.221928094859951,0.2987624704837799,0.0208977423608303,0.535017192363739,19,0.0406222976744174,1,,STEM,3.190960168838501,4.738703727722168,0.6733824998252271,4.1978278160095215,0.6644595861434937,11.055019723178532,0.1,0.05,0.9
mmlu_00403_t1.0,Was the use of armed force permitted prior to the United Nations Charter?,,False,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.1,1.2609520212918492,386.65,212.48324051557572,3.4464393446508166,0.1810590773820877,0.0084447842091321,0.3466692864894867,14,0.0185319017618894,1,,Law & Business,9.057329177856445,9.870336532592773,0.9176312417283833,4.235667705535889,0.6846849322319031,30.49803870921869,0.3,0.1,0.6
mmlu_00404_t1.0,How are the members of the arbitral tribunal appointed?,,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,464.7,177.82100550834818,4.021928094862837,0.1607458740472793,0.0045691882260143,0.3112131953239441,17,0.0104668894782662,1,,Law & Business,10.19009017944336,12.07422161102295,0.8439542108205925,4.241734504699707,0.888577938079834,31.210195346592627,0.1,0.1,0.7
mmlu_00405_t1.0," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)]",,True,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,319.2,158.27273928254354,4.221928094859951,0.2277651578187942,0.023047599941492,0.4248982965946197,19,0.039920262992382,1,,STEM,5.483245849609375,5.797638893127441,0.9457722257678945,4.206394672393799,0.8609493374824524,16.400095154131122,0.1,0.05,0.9
mmlu_00406_t1.0,Find 4 over 7 + 2 over 7.,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.35,1.388344337691482,233.35,132.5282139772509,4.221928094859951,0.1834116727113723,0.0109328022226691,0.3507194221019745,19,0.020301166921854,1,,STEM,6.204942226409912,10.907831192016602,0.568852057892385,4.230591773986816,0.8989047408103943,19.289619235396685,0.1,0.05,0.9
mmlu_00407_t1.0,What is bhakti often translated as?,,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,302.55,142.81123030070148,3.2464393446537025,0.139769360423088,0.0039063333533704,0.2736877202987671,12,0.0114758489653468,0,,Humanities,10.402080535888672,12.951078414916992,0.8031825763540879,4.242645263671875,0.8806976675987244,31.47823109017645,0.3,0.1,0.4
mmlu_00408_t1.0,"Calvin Poultry Co. offered to sell Chickenshop 20,000 pounds of chicken at 40 cents per pound under specified delivery terms. Chickenshop accepted the offer as follows: ""We accept your offer for 20,000 pounds of chicken at 40 cents per pound per city scale weight certificate."" Which of the following is correct?",,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,465.8,199.0026632987609,4.121928094861394,0.2901731133460998,0.024940799921751,0.5222585797309875,18,0.0493679232895374,1,,Law & Business,2.113266944885254,5.417356014251709,0.3900919443774523,4.187108993530273,0.8970285058021545,6.530801329517999,0.1,0.1,0.8
mmlu_00409_t1.0,"Which of the following criticisms of standard (""plain vanilla"") GARCH models can be overcome by EGARCH models?

i) Estimated coefficient values from GARCH models may be negative

ii) GARCH models cannot account for leverage effects

iii) The responsiveness of future volatility to positive and negative shocks is symmetric under a GARCH formulation

iv) GARCH models cannot allow for a feedback from the volatility to the returns",,False,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.388344337691482,431.4,228.38616420440184,4.121928094861394,0.1761688590049743,0.0038043297827243,0.3382128775119781,18,0.0096886958926916,1,,STEM,11.08086109161377,11.32489013671875,0.9784519715473191,4.242605686187744,0.8492825627326965,34.6511746106728,0.1,0.1,0.8
mmlu_00410_t1.0,"In python 3, which of the following is floor division?",,False,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.2,1.661324772583615,306.4,163.1938724339857,3.92192809486428,0.2025881111621856,0.0204214118421077,0.3832992613315582,16,0.0363604202866554,1,,STEM,3.20577073097229,10.303796768188477,0.31112519006182304,4.209878444671631,0.9007411003112793,9.988823696368797,0.1,0.1,0.6
mmlu_00411_t1.0,"Two women lived in a one-bedroom house with 20 dogs. A dog-walker who entered the house was appalled by their deplorable living conditions. The animals' excrement was deposited throughout the house, they were kept in tiny pens, and some of the animals were sick. The visitor called the SPCA, a private non-profit humane society. State law authorized humane societies to receive abused or neglected animals from animal control officers, to care for them and adopt them out. The SPCA took the animals designated by the officers. The officers then arrested the women for animal neglect. At a hearing, the prosecutor was unprepared, and the judge dismissed the charges. The women then sued the officers and the SPCA under 42 U.S.C. Â§ 1983 for civil rights violations. The SPCA defendants filed a motion to dismiss based on the absence of the ""state action"" on their part. Will the court likely grant the motion to dismiss?",,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.85,1.3143439428094914,563.75,132.86868517449852,4.121928094861394,0.2058017253875732,0.0033171952236443,0.388683408498764,18,0.0100194113329052,1,,Law & Business,10.363290786743164,10.7476806640625,0.9642350848544478,4.242702960968018,0.29673075675964355,34.441061847210676,0.1,0.1,0.8
mmlu_00412_t1.0,"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khan…In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of China…
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousand…In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]…""
Ibn Battuta, Voyages, 1332–1346 C.E.
Compared to the observations expressed in the excerpt, Mongol administration of its Russian domains in the period 600 C.E. to 1450 C.E. differed in that it",,True,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,612.55,108.69658458295734,4.221928094859951,0.1866920292377472,0.0025789921637624,0.3563475012779236,19,0.009179288521409,1,,Social Sciences,10.649007797241211,11.362669944763184,0.9371923887287767,4.243925094604492,0.23473358154296875,37.87078380879575,0.1,0.05,0.9
mmlu_00413_t1.0,"A state has enacted a statute imposing a tax on the extraction of all platinum in the state. The extraction of other minerals is not taxed by the state. This is true even though there is considerable mining of silver, turquoise, sulfur, and stone within the state. As a result, the largest platinum mining company in the state has filed suit challenging the constitutionality of the state's platinum tax statute. Which of the following best states the burden of persuasion if the mining company attacks the statute as violating the equal protection of the laws?",,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.4,1.1135528725660044,559.3,197.60417505710757,4.321928094858508,0.2524723410606384,0.0188168287277221,0.4644235968589782,20,0.0338513292372226,1,,Law & Business,2.507253408432007,8.126144409179688,0.3085415763119193,4.205720901489258,0.9006046056747437,7.81215791322137,0.05,0.05,1.0
mmlu_00414_t1.0,Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.4898979485566356,420.4,150.08311030892185,4.321928094858508,0.2324897348880767,0.0059603438712656,0.4325557947158813,20,0.0154048893600702,1,,STEM,8.309178352355957,9.472845077514648,0.8771576306370277,4.237805366516113,0.7917405962944031,27.234922129848655,0.05,0.05,1.0
mmlu_00415_t1.0,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,354.7,210.52816913657892,3.5841837197589905,0.2224204242229461,0.0151739660650491,0.4161788821220398,14,0.0295407194644212,1,,STEM,6.133754730224609,9.127640724182129,0.6719978260378163,4.222441673278809,0.879759669303894,18.85949440978129,0.2,0.15,0.55
mmlu_00416_t1.0,Pizarro was able to subdue the entire Inca empire largely because:,,True,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.15,0.8529361054615991,389.35,175.8846994482465,4.321928094858508,0.1613600999116897,0.002301188185811,0.3122979998588562,20,0.0068950671702623,1,,Social Sciences,11.119698524475098,12.34599781036377,0.9006723220162904,4.244705677032471,0.7844060063362122,33.80397853135946,0.05,0.05,1.0
mmlu_00417_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.",,True,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.5644487847162014,412.85,203.86178528601187,4.321928094858508,0.2445893734693527,0.0118143390864133,0.4519523680210113,20,0.0227096322923898,0,,Social Sciences,5.281679630279541,8.07950496673584,0.6537132714798284,4.225622653961182,0.8871151208877563,16.157237324871403,0.05,0.05,1.0
mmlu_00418_t1.0,Which of the following conditions is characteristic of oligopoly?,,True,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,410.55,167.77677878657704,4.021928094862837,0.1794659793376922,0.0041146473959088,0.3439198434352875,17,0.0120425075292587,1,,Social Sciences,9.79388427734375,11.287529945373535,0.8676729378406901,4.241781711578369,0.8641218543052673,30.03044713505369,0.1,0.1,0.7
mmlu_00419_t1.0,"Butler claims that, strictly speaking, the only thing that anyone has a right to is:",,True,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,493.85,210.5339105702452,4.221928094859951,0.2690549492835998,0.0329494588077068,0.4902307689189911,19,0.0524693801999092,1,,Humanities,0.837957501411438,6.859304428100586,0.12216362591474031,4.16860294342041,0.901366651058197,2.6131542808011545,0.1,0.05,0.9
mmlu_00420_t1.0,Which of these is not a spice?,,True,False,mmlu,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,191.35,153.14511908644036,3.541446071145323,0.2011506259441375,0.0048312940634787,0.3808839619159698,14,0.0191254783421754,1,,STEM,9.658303260803223,10.413675308227539,0.9274634522067196,4.239904880523682,0.5747742056846619,31.224928696722145,0.25,0.1,0.55
mmlu_00421_t1.0,"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,383.95,184.7653850157004,4.021928094862837,0.2031399458646774,0.0150548592209815,0.3842252194881439,17,0.0261714216321706,1,,STEM,6.609114646911621,7.774542808532715,0.8500968868750736,4.223894119262695,0.894947350025177,20.342634734004605,0.1,0.1,0.7
mmlu_00422_t1.0,What does the 'ROM' in CD-ROM stand for?,,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.7,1.7916472867168916,274.8,131.63494976638992,2.6841837197662044,0.1744644045829773,0.0421502813696861,0.3352535665035248,9,0.0731215700507164,0,,STEM,2.148146867752075,3.612743377685547,0.5946026709437161,4.170079708099365,0.8886897563934326,6.84848061073518,0.4,0.15,0.25
mmlu_00423_t1.0,"A city school board presented a bond issue to the public for $5 million to modernize some city schools. During the public debate on the proposal, a middle school teacher had published two ""letters to the editor"" criticizing the ""duplicitous"" practices of certain school board members in using ""backroom politics"" to try and get the vote approved. He doubted the need for new expenditures and criticized the superintendent of schools for trying to influence teachers on the issue. After the bond issue passed, the school district brought internal charges against the teacher, and after a hearing he was fired. He brought a state court action claiming an unconstitutional interference with his First Amendment free speech rights. The claim was rejected, and the highest state appellate court upheld the termination. After hearing the case on appeal, will the United States Supreme Court uphold the teacher's firing?",,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,620.75,112.68268500528376,4.321928094858508,0.2073785066604614,0.0032948669977486,0.3913169205188751,20,0.0084809307008981,1,,Law & Business,9.615017890930176,10.894731521606445,0.8825383042286334,4.242772102355957,0.8656232953071594,29.8029279698585,0.05,0.05,1.0
mmlu_00424_t1.0,The U.S. economy currently suffers a recessionary gap and a budget deficit exists. If the government wishes to fix the recession which of the following choices best describes the appropriate fiscal policy the impact on the market for loanable funds the interest rate and the market for the U.S. dollar? FISCAL POLICY     LOANABLE FUNDS     INTEREST RATE     MARKET FOR $,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,460.35,200.03881498349264,4.221928094859951,0.2062690556049347,0.0052848984487354,0.389464408159256,19,0.0146907670423388,1,,Social Sciences,9.503931999206543,9.891207695007324,0.9608464691723411,4.239459991455078,0.5840170979499817,32.04640878418786,0.1,0.05,0.9
mmlu_00425_t1.0,Prosthetic groups are:,,True,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.55,1.6271140095272978,366.95,202.4703620286189,3.7219280948657207,0.184750348329544,0.0270707700401544,0.3530189096927643,15,0.049780610948801,0,,STEM,4.161758899688721,5.123602390289307,0.8122720255290936,4.200677871704102,0.6066585779190063,14.570618255084014,0.2,0.1,0.6
mmlu_00426_t1.0,"With respect to the kinked demand curve, which of the following is NOT correct?",,True,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.4974937185533099,462.15,157.84906556581194,3.6086949695426433,0.1412763595581054,0.005114016123116,0.2764144241809845,14,0.0125361094251275,1,,Social Sciences,10.720357894897461,11.981047630310059,0.8947763348197509,4.241292476654053,0.8426517844200134,34.04015947325661,0.15,0.15,0.55
mmlu_00427_t1.0,Which of the following fiscal policy combinations would be most likely to slowly increase real GDP without putting tremendous upward pressure on the price level?,,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.4358898943540674,419.6,135.4767138662582,4.121928094861394,0.172270119190216,0.0039978493005037,0.3314350247383117,18,0.010254974476993,1,,Social Sciences,9.65256118774414,11.997713088989258,0.8045334230035319,4.242151737213135,0.8819050788879395,29.332345632058605,0.1,0.1,0.8
mmlu_00428_t1.0,"Xavier is beginning his first year of college. He is eager to find a few other freshmen to ""hang out"" with. Psychologists would say that Xavier is motivated by a(n)",,False,False,mmlu,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.1,1.374772708486752,519.0,167.06525671126238,3.7219280948657207,0.1643836796283722,0.0146768111735582,0.3176267743110657,15,0.0282264128327369,1,,Social Sciences,5.898201942443848,10.450319290161133,0.5644039931251578,4.225603103637695,0.8959690928459167,18.166437626634206,0.2,0.1,0.6
mmlu_00429_t1.0,"There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, how does the CORRELATIONAL RESEARCH work?",,True,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,395.6,188.01925433316663,4.221928094859951,0.2261440455913543,0.0088400999084115,0.4222599267959595,19,0.0190999880433082,1,,Social Sciences,6.747066497802734,9.279398918151855,0.7271016743696052,4.232611179351807,0.8737745881080627,20.292672308396504,0.1,0.05,0.9
mmlu_00430_t1.0,What kind of symptom is common among all the somatoform disorders?,,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.49248115565993,474.05,214.3148326644705,3.92192809486428,0.1403257548809051,0.0018483207095414,0.2746949195861816,16,0.0057222614996135,0,,Medicine & Health,12.860879898071289,13.120660781860352,0.9802006241979655,4.245539665222168,0.6183537244796753,39.189550118233,0.1,0.1,0.6
mmlu_00431_t1.0,"Although mutations occur at a regular and predictable rate, which of the following statements is the LEAST likely reason the frequency of mutation appears to be low?",,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,342.3,200.89651564922676,4.221928094859951,0.2372836172580719,0.0087739005684852,0.4402776658535003,19,0.0176283419132232,1,,STEM,6.936032295227051,8.57404613494873,0.8089567256776788,4.232501983642578,0.8703516721725464,22.162921333980876,0.1,0.05,0.9
mmlu_00432_t1.0,"According to Kant, morality requires us to:",,False,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.4654350889752843,488.9,120.3241039858598,4.121928094861394,0.1570031642913818,0.0017527032177895,0.3045858144760132,18,0.0085807116702198,0,,Humanities,12.09963321685791,12.526872634887695,0.9658941668729948,4.245299816131592,0.18205086886882782,46.01140268090148,0.1,0.1,0.8
mmlu_00433_t1.0,Two identical capacitors are hooked in parallel to an external circuit. Which of the following quantities must be the same for both capacitors? I. the charge stored on the capacitor II.  the voltage across the capacitor III. the capacitance of the capacitor,,False,False,mmlu,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,304.95,174.84521011454677,3.5464393446522595,0.2083857059478759,0.0450392886996269,0.3929967284202575,13,0.073569543659687,1,,STEM,1.4980595111846924,2.205893039703369,0.6791170185635879,4.152580738067627,0.47060757875442505,5.343713153412182,0.15,0.15,0.4
mmlu_00434_t1.0," When there is little or no personal contact between customer and service provider, this is classified as:",,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.6,1.562049935181331,372.85,168.59159973142198,3.92192809486428,0.2256315201520919,0.0169377867132425,0.4214244186878204,16,0.0297618638724088,0,,Social Sciences,3.2453694343566895,9.901458740234375,0.32776679843057155,4.213907718658447,0.9001182913780212,10.104452701358127,0.1,0.1,0.6
mmlu_00435_t1.0,A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.4898979485566356,151.0,108.97981464473136,3.884183719756106,0.2165773808956146,0.0113280359655618,0.4065780341625213,16,0.0333582460880279,1,,STEM,7.875335693359375,9.030948638916016,0.8720385863676293,4.2290425300598145,0.14626571536064148,30.80736081021314,0.15,0.1,0.65
mmlu_00436_t1.0,Molly got a haircut for $25 and she left a 15% tip. What was Molly’s final cost?,,True,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.4,1.624807680927192,171.3,93.80996748746904,3.2464393446537025,0.1580210030078888,0.009905201382935,0.306391030550003,12,0.0243686847388744,0,,STEM,9.551310539245605,10.092615127563477,0.9463662696991979,4.234294414520264,0.544189989566803,32.11242591643213,0.3,0.1,0.4
mmlu_00437_t1.0, Which of the following is not mentioned by Macedo as a duty that societies have toward nonmembers?,,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.65,1.4924811556599298,374.5,176.27209081417286,4.021928094862837,0.1945490837097168,0.0088790962472558,0.3697356283664703,17,0.022702282294631,0,,Social Sciences,8.676408767700195,9.666382789611816,0.897585885802973,4.234119892120361,0.35450637340545654,28.95974092159213,0.1,0.1,0.7
mmlu_00438_t1.0,"A study is made to determine whether more hours of academic studying leads to higher point scoring by basketball players. In surveying 50 basketball players, it is noted that the 25 who claim to study the most hours have a higher point average than the 25 who study less. Based on this study, the coach begins requiring the players to spend more time studying. Which of the following is a correct statement?",,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,417.25,187.7660445874067,4.321928094858508,0.254416823387146,0.0192238893359899,0.467479795217514,20,0.0323619991540908,1,,Social Sciences,2.7416374683380127,7.507925510406494,0.36516577860106086,4.206262588500977,0.896601676940918,8.488026467223222,0.05,0.05,1.0
mmlu_00439_t1.0,All of the following statements are true for all discrete random variables except for which one?,,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,303.65,184.762624737797,4.321928094858508,0.2765783369541168,0.0232842303812503,0.5017484426498413,20,0.0369573831558227,1,,STEM,2.70554256439209,7.116151809692383,0.3801974203115083,4.197092533111572,0.8986746072769165,8.404868361796389,0.05,0.05,1.0
mmlu_00440_t1.0,"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. …
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The Levée en Masse, August 23, 1793
This passage established",,False,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.4,1.2,481.95,194.0807757094968,4.321928094858508,0.2420480698347091,0.0121570918709039,0.4479041993618011,20,0.0272206030786037,0,,Social Sciences,6.394561767578125,7.957937240600586,0.8035451356562943,4.226055145263672,0.816425085067749,20.531496885851084,0.05,0.05,1.0
