prompt_id,question,domain_canonical,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
mmlu_00243_t1.0,The medical model of psychologically disordered behavior is most likely to be criticized for neglecting the importance of,Medicine & Health,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.4,1.4282856857085702,545.0,190.0026315607234,3.8841837197561055,0.16512006521224976,17.161897659301758,16,0.014807487837970257,0
mmlu_00244_t1.0,"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. …
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The Levée en Masse, August 23, 1793
The passage can be used as one example of the way in which the Committee of Public Safety",Social Sciences,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.25,1.1779218989389746,486.5,192.09619985830017,4.321928094858508,0.23149089515209198,16.429569244384766,20,0.017835645005106926,0
mmlu_00245_t1.0,"Land, labor, capital and entrepreneurial talent are often referred to as",Social Sciences,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.7,1.5524174696260025,356.0,206.32329000866577,4.321928094858508,0.2518081068992615,17.987037658691406,20,0.01746290922164917,1
mmlu_00246_t1.0,"As of December 1, year 2, a company obtained a $1,000,000 line of credit maturing in one year on which it has drawn $250,000, a $750,000 secured note due in five annual installments, and a $300,000 three-year balloon note. The company has no other liabilities. How should the company’s debt be presented in its classified balance sheet on December 31, year 2 if no debt repayments were made in December?",Law & Business,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,405.9,182.07962543898202,3.084183719764762,0.19599686563014984,21.57451057434082,10,0.09760573506355286,1
mmlu_00247_t1.0,In what ways can a distinction be made between limited force and full-scale force?,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,430.1,215.13272647368183,3.9841837197546632,0.22090879082679749,19.060104370117188,17,0.04774375632405281,1
mmlu_00248_t1.0,This biome contains plants whose roots cannot go deep due to the presence of a permafrost.,STEM,True,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,319.65,173.71075815849747,3.9219280948642794,0.17413176596164703,19.182903289794922,16,0.014754476957023144,0
mmlu_00249_t1.0,The body of law which establishes rights between persons and provides for redress for violation of those rights is known as:,Law & Business,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.5,1.5968719422671311,327.45,220.7819002998208,3.508694969544086,0.20896975696086884,19.041797637939453,13,0.023936964571475983,1
mmlu_00250_t1.0,"Supplementation with long-chain fatty acids EPA and DHA during pregnancy and infancy will likely benefit the following:
",Medicine & Health,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.2,0.9797958971132711,322.9,174.15421327088242,3.7414460711424384,0.26886123418807983,20.993337631225586,16,0.038476068526506424,1
mmlu_00251_t1.0,Most pandemics have arisen from influenza viruses from which of the following animals?,Medicine & Health,True,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.25,1.4097872179871684,350.3,201.29185279091652,3.7219280948657207,0.18468336760997772,19.805622100830078,15,0.051987070590257645,1
mmlu_00252_t1.0,The period of a 10-Hz wave is,STEM,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.9,1.5132745950421556,175.7,118.14486869940649,3.646439344650817,0.23086538910865784,18.256893157958984,14,0.08387944102287292,0
mmlu_00253_t1.0,"An ideal fluid flows through a pipe with radius Q and flow speed V. If the pipe splits up into three separate paths, each with radius (Q/2), what is the flow speed through each of the paths?",STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,412.3,135.35512550324793,4.221928094859951,0.18798749148845673,24.738523483276367,19,0.010068684816360474,1
mmlu_00254_t1.0,"This question refers to the following information.
Read the the following quotation to answer questions.
1848 was the decisive year of German, and so of European, history: it recapitulated Germany's past and inspired Germany's future. … Never has there been a revolution so inspired by a limitless faith in the power of ideas; never has a revolution so discredited the power of ideas in its result. The success of the revolution discredited conservative ideas; the failure of the revolution discredited liberal ideas. After it, nothing remained but the idea of Force, and this idea stood at the helm of German history from then on. For the first time since 1521, the German people stepped on to the centre of the German stage only to miss their cue once more. German history reached its turning-point and failed to turn. This was the fateful essence of 1848.
A. J. P. Taylor, The Course of German History, 1945
The subject of Taylor's analysis in this quotation is",Humanities,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254184,379.55,173.41784077770086,3.9841837197546632,0.20710508525371552,17.488149642944336,17,0.043335724622011185,0
mmlu_00255_t1.0,LISREL (linear structural relations analysis) would be the appropriate method of analysis if your causal model:,Social Sciences,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.4654350889752843,354.85,198.66612066479777,4.221928094859951,0.2071198970079422,19.095449447631836,19,0.01917046681046486,0
mmlu_00256_t1.0,Select the best translation into predicate logic: Sheena is a punk rocker.,STEM,True,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.25,1.2196310917650468,344.95,185.9517343290995,4.321928094858508,0.22154530882835388,21.567745208740234,20,0.03824079781770706,1
mmlu_00257_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I accidentally left my knife in my daughter's crib. Scenario 2 | I want to learn how to dismember a person when I am 24.",Social Sciences,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.3,1.5524174696260022,226.35,174.69066231484726,3.9841837197546632,0.2570607364177704,18.10621452331543,17,0.039478179067373276,1
mmlu_00258_t1.0,Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:,Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.284523257866513,388.0,205.71606646054653,4.221928094859951,0.2861466407775879,22.493013381958008,19,0.04566037654876709,1
mmlu_00259_t1.0,The practice of _________ allowed the Inca to greatly increase the amount of arable land.,Social Sciences,True,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.75,1.5451537140362444,407.45,183.46320475779333,3.441446071146766,0.19297434389591217,16.932443618774414,13,0.046811576932668686,0
mmlu_00260_t1.0,"If the Sun were twice as massive, its pull on Mars would be",STEM,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.05,1.5321553446044562,362.85,164.34971098240484,3.58418371975899,0.1448339968919754,19.804712295532227,14,0.014611631631851196,1
mmlu_00261_t1.0,A therapist instructs a client who suffers from insomnia to polish his hardwood floors for at least two hours whenever he wakes up during the night. Apparently this therapist is familiar with the work of:,Medicine & Health,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,504.65,147.08646266737125,4.321928094858508,0.27529123425483704,23.062244415283203,20,0.017379404976963997,1
mmlu_00262_t1.0,Neural networks:,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,0.7000000000000001,252.15,189.68402014929987,4.121928094861394,0.2842547297477722,22.941768646240234,18,0.07122267037630081,1
mmlu_00263_t1.0,"This question refers to the following information.
Read the following memoir.
Not only did he expect all persons of distinction to be in continual attendance at Court, but he was quick to notice the absence of those of inferior degree; at his lever, his couches, his meals, in the gardens of Versailles (the only place where the courtiers in general were allowed to follow him), he used to cast his eyes to right and left; nothing escaped him[;] he saw everybody. If anyone habitually living at Court absented himself he insisted on knowing the reason; those who came there only for flying visits had also to give a satisfactory explanation; anyone who seldom or never appeared there was certain to incur his displeasure. If asked to bestow a favor on such persons he would reply haughtily: ""I do not know him""; of such as rarely presented themselves he would say, ""He is a man I never see""; and from these judgments there was no appeal.
No one understood better than Louis XIV the art of enhancing the value of a favor by his manner of bestowing it; he knew how to make the most of a word, a smile, even of a glance.
He loved splendor, magnificence, and profusion in all things, and encouraged similar tastes in his Court; to spend money freely on equipages and buildings, on feasting and at cards, was a sure way to gain his favor, perhaps to obtain the honor of a word from him. Motives of policy had something to do with this; by making expensive habits the fashion, and, for people in a certain position, a necessity, he compelled his courtiers to live beyond their income, and gradually reduced them to depend on his bounty for the means of subsistence.
—Duke Saint-Simon, Memoirs of Louis XIV and His Court and His Regency, c. 1750
Louis XIV was aided by many able advisors, but which of the following advisors helped him to reorganize France and make it into a world power?",Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.0,1.4832396974191326,458.15,144.65727600089807,4.221928094859951,0.18300706148147583,20.09909439086914,19,0.011647669598460197,1
mmlu_00264_t1.0,An expected side effect of creatine supplementation is:,Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,452.0,171.37590262344352,2.557717469117164,0.14042618870735168,20.138927459716797,9,0.0528649277985096,1
mmlu_00265_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called the police on the violent lady Scenario 2 | I sang a romantic song for my wife at our wedding.",Social Sciences,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,324.35,191.08146822755995,4.221928094859951,0.269986629486084,19.25971031188965,19,0.030556488782167435,1
mmlu_00266_t1.0,Which of these statements best defines the concepts of corporate and social identity?,Social Sciences,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.3,1.0535653752852738,429.9,209.76031559854215,3.784183719757547,0.16298434138298035,19.110790252685547,15,0.02473987266421318,1
mmlu_00267_t1.0,A store has 8 fish tanks that each have 40 liters of water. Whatis the total number of liters of waterin all of the fish tanks?,STEM,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.4,1.2,156.35,74.51394164852643,2.5211274733256457,0.15327690541744232,16.661396026611328,8,0.05769624188542366,0
mmlu_00268_t1.0,"In Collision A, two carts collide and bounce off each other. In Collision B, a ball sticks to a rigid rod, which begins to rotate about the combined center of mass. Which of the following statements about quantities in each collision is correct?",STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,464.8,225.72585142158619,3.0219280948700495,0.17377106845378876,23.679119110107422,12,0.05301976576447487,1
mmlu_00269_t1.0,"_______ economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in _________ which is beneficial for businesses, issues for those employed in such a manner relate to increased ________, uncertainty and a lack of _______.",Social Sciences,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.55,1.4309088021254184,458.65,164.66185806069356,3.1464393446537025,0.1462652087211609,17.060914993286133,12,0.014459878206253052,0
mmlu_00270_t1.0,Which of the following is NOT true of executive orders?,Law & Business,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,425.1,254.33479903465826,3.8219280948657213,0.1546124666929245,17.724416732788086,15,0.008172757923603058,1
mmlu_00271_t1.0,Which of the following is the best explanation of the fallacy of loaded language?,Humanities,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.5644487847162014,308.75,158.10214261672735,4.121928094861394,0.23473139107227325,18.30331802368164,18,0.03433141112327576,0
mmlu_00272_t1.0,"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
Which of the following conclusions about imperial treatment of ""barbarian"" (foreign) peoples in the period 600 B.C.E. to 600 C.E. is most directly supported by the passage?",Humanities,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.4654350889752843,554.35,156.17595045332683,4.221928094859951,0.2052861750125885,18.72605323791504,19,0.0115484818816185,0
mmlu_00273_t1.0,"Dr. Ramchandran found that his patients who brushed their teeth after lunch had 1/20 the number of cavities in their teeth as those who didn't. After interviewing the dentist, a local newswriter reports that brushing teeth after lunch prevents cavities. Based on the dentist's research, which of the following statements is true?",Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.35,1.3883443376914821,340.25,250.38847317718123,4.08418371975322,0.3878169655799866,20.370635986328125,18,0.06328625977039337,1
mmlu_00274_t1.0,"The Oral Torah, in its written form, is known as what?",Humanities,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,349.95,158.3724960338758,3.8841837197561055,0.19755002856254578,20.535663604736328,16,0.023315399885177612,1
mmlu_00275_t1.0,"Six positive integers are written on the faces of a cube. Each vertex is labeled with the product of the three numbers on the faces adjacent to the vertex. If the sum of the numbers on the vertices is equal to $1001$, then what is the sum of the numbers written on the faces?",STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,343.3,112.65438295956353,4.221928094859951,0.20518775284290314,27.655288696289062,19,0.017755158245563507,1
mmlu_00276_t1.0,"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325–1354 C.E.
The views expressed in this journal passage are best seen as evidence of which of the following concerning medieval Islamic societies?",Humanities,True,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.3,1.452583904633395,499.15,199.11460895675134,4.221928094859951,0.24142475426197052,19.130836486816406,19,0.03528362512588501,1
mmlu_00277_t1.0,"A homeowner died in 1985. His will devised his estate in a southern state to his uncle and his best friend ""to share and share alike as tenants in common. ""At the time of the homeowner's death, the uncle lived in a different part of the southern state (in which the estate was located), while the best friend resided in a northern state. After the homeowner's funeral, the uncle returned to his own residence, but the best friend decided to occupy the estate. He put his name on the mailbox and has paid the taxes and maintenance expenses. To earn extra money, the best friend rented a small house on the property to a teacher and received a monthly rental payment from her. The best friend also grew fruits on the property and sold them at a stand on Fridays. The uncle has been generally aware of this, but because he cared little about the estate, the uncle has never pressed the best friend about the property. Since 1985 the uncle has not paid any rent or other compensation to the best friend, nor has the best friend requested such payment. In January 2010, a series of disputes arose between the uncle and the best friend for the first time concerning their respective rights to the estate. The state in which the property is located recognizes the usual common law types of cotenancies and follows majority rules on rents and profits. There is no applicable legislation on the subject. The uncle brings an appropriate action for a portion of the proceeds that the best friend received from his fruit stand and a portion of the rent that the teacher paid. If the best friend contests the apportionment of the monies he received, judgment should be for whom?",Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.43588989435406744,590.75,66.27508958877385,3.139353872149888,0.1341569870710373,21.12198257446289,12,0.009142495691776276,1
mmlu_00278_t1.0,The mental retardation associated with PKU is preventable with:,Medicine & Health,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.6,1.562049935181331,481.0,132.22632113161131,2.8393538721527736,0.15642796456813812,17.435802459716797,10,0.0372634120285511,0
mmlu_00279_t1.0,Why is Saturn almost as big as Jupiter despite its smaller mass?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,329.4,207.43394129216173,3.341446071146766,0.2409718781709671,22.869123458862305,13,0.09956015646457672,1
mmlu_00280_t1.0,"The purpose of ""augmenting"" the Dickey-Fuller test regression is to",STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,329.55,210.84175938366667,3.541446071145323,0.27743712067604065,23.14218521118164,14,0.0940639078617096,1
mmlu_00281_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I helped my friend escape a POW camp. Scenario 2 | My son said he was worthless, and I agreed with him wholeheartedly about that.",Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,423.25,183.8167225798567,4.321928094858508,0.2613966464996338,19.582544326782227,20,0.025495830923318863,1
mmlu_00282_t1.0,What is the main difference between the Dickey Fuller (DF) and Phillips-Perron (PP) approaches to unit root testing?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,349.45,191.0872771798269,4.221928094859951,0.2525758147239685,23.34244155883789,19,0.0347033254802227,1
mmlu_00283_t1.0,"This question refers to the following information.
""Whereas the laws and treaties of the United States, without interfering with the free expression of opinion and sympathy, or with the commercial manufacture or sale of arms or munitions of war, nevertheless impose upon all persons who may be within their territory and jurisdiction the duty of an impartial neutrality during the existence of the contest; And Whereas it is the duty of a neutral government not to permit or suffer the making of its waters subservient to the purposes of war;
""Now, Therefore, I, Woodrow Wilson, President of the United States of America, in order to preserve the neutrality of the United States…do hereby declare and proclaim….
""That the statutes and the treaties of the United States and the law of nations alike require that no person, within the territory and jurisdiction of the United States, shall take part, directly or indirectly, in the said wars, but shall remain at peace with all of the said belligerents, and shall maintain a strict and impartial neutrality….""
Woodrow Wilson, 1914
Which of the following statements is most accurate?",Law & Business,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.85,1.4239030865898141,504.7,203.5517378948163,4.221928094859951,0.21490833163261414,19.323406219482422,19,0.021404851227998734,1
mmlu_00284_t1.0,What is the value of p in 24 = 2p?,STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.7,1.6155494421403511,124.25,69.09911359778792,2.9464393446565884,0.14633245766162872,17.860158920288086,10,0.024104690179228783,0
mmlu_00285_t1.0,Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,Medicine & Health,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132711,354.6,206.85415151743993,4.221928094859951,0.2546331286430359,20.741275787353516,19,0.0524204857647419,1
mmlu_00286_t1.0,Solve the equation x − 10.5 = −11.6.,STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,139.75,79.05559752478,2.7016094970460434,0.14007942378520966,18.109081268310547,9,0.026873644441366196,0
mmlu_00287_t1.0,The normal respiratory rate for an adult male is:,Medicine & Health,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.8,1.5684387141358123,260.25,135.80164763359832,0.28639695711307084,0.05374939367175102,14.863670349121094,2,0.007642025593668222,0
mmlu_00288_t1.0,"A 33-year-old man undergoes a radical thyroidectomy for thyroid cancer. During the operation, moderate hemorrhaging requires ligation of several vessels in the left side of the neck. Postoperatively, serum studies show a calcium concentration of 7.5 mg/dL, albumin concentration of 4 g/dL, and parathyroid hormone concentration of 200 pg/mL. Damage to which of the following vessels caused the findings in this patient?",Medicine & Health,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,493.55,169.98984528494634,4.321928094858508,0.2395433932542801,24.236982345581055,20,0.032111093401908875,1
mmlu_00289_t1.0,Why is it important to separate the concept of punishment from its justification?,Social Sciences,True,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.65,1.1521718621802912,479.0,204.46613411516344,4.021928094862837,0.1606110781431198,17.987089157104492,17,0.03641677647829056,1
mmlu_00290_t1.0,What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Social Sciences,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.4,1.2409673645990857,392.65,218.18736787449453,3.484183719760433,0.1911010593175888,19.59671401977539,13,0.020896276459097862,1
mmlu_00291_t1.0,"The prime minister of a foreign country was assassinated by a group of right wing extremists. The prime minister's death triggered a civil war between rival factions within the country. To prevent U. S. involvement in this country's political crisis, Congress passed an appropriations bill prohibiting any funding for U. S. military operations in this foreign country. The appropriations bill was passed over a presidential veto. Thereafter, the President issued an executive order directing U. S. Navy and Army troops to the foreign country to restore order. Is this executive order constitutional?",Law & Business,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.9,1.374772708486752,602.25,152.57518638363186,3.9841837197546632,0.16190846264362335,16.52956771850586,17,0.009639362804591656,1
mmlu_00292_t1.0,"This question refers to the following information.
""Upon their arrival they were honorably and graciously received by the grand Khan, in a full assembly of his principal officers. When they drew nigh to his person, they paid their respects by prostrating themselves on the floor. He immediately commanded them to rise, and to relate to him the circumstances of their travels, with all that had taken place in their negotiation with his holiness the pope. To their narrative, which they gave in the regular order of events, and delivered in perspicuous language, he listened with attentive silence. The letters and the presents from pope Gregory were then laid before him, and, upon hearing the former read, he bestowed much commendation on the fidelity, the zeal, and the diligence of his ambassadors; and receiving with due reverence the oil from the holy sepulchre, he gave directions that it should be preserved with religious care. Upon his observing Marco Polo, and inquiring who he was, Nicolo made answer, This is your servant, and my son; upon which the grand Khan replied, ""He is welcome, and it pleases me much,"" and he caused him to be enrolled amongst his attendants of honor. And on account of their return he made a great feast and rejoicing; and as long as the said brothers and Marco remained in the court of the grand Khan, they were honored even above his own courtiers. Marco was held in high estimation and respect by all belonging to the court. He learnt in a short time and adopted the manners of the Tartars, and acquired a proficiency in four different languages, which he became qualified to read and write.""
Marco Polo's Travels, ca. 1300 C.E.
Which of the following best characterizes one way in which the Mongol Empire was very different from the other major empires of the ancient and medieval worlds?",Humanities,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.4239030865898141,577.3,105.32240977114036,4.08418371975322,0.16905561089515686,19.45811653137207,18,0.007994885556399822,1
mmlu_00293_t1.0," Which of the given formulas of PL is the best symbolization of the following sentence?
The restaurant serves pie or cheesecake or ice cream for dessert.",STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,372.9,161.5354140738185,4.321928094858508,0.2434825897216797,21.063064575195312,20,0.0337878093123436,1
mmlu_00294_t1.0,Psychologists call the pathway that connects the past with the present and the future a(n) ___________.,Social Sciences,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.7399324293474372,386.0,204.68390264014414,4.321928094858508,0.25925111770629883,20.394397735595703,20,0.0216415673494339,1
mmlu_00295_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put five dollars in the collection tray as it was passed to me. Scenario 2 | I saw that the dog needed to use the bathroom so I put it in my brothers room.",Social Sciences,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.2439855304624727,345.35,186.69340507902257,4.021928094862837,0.29832395911216736,19.918807983398438,17,0.04327794164419174,1
mmlu_00296_t1.0,"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stone—it is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following best describes the origins of epic poetry such as the Epic of Gilgamesh?",Humanities,False,False,20,6,13,1,19,0.3,0.65,0.05,0.6842105263157895,0.6842105263157895,0.7,2.75,1.299038105676658,448.3,176.26800617241915,4.08418371975322,0.21085862815380096,20.500431060791016,18,0.04468309506773949,1
mmlu_00297_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I revealed my best friend's dark secrets. Scenario 2 | When I went to the bank, I covered my face with a mask to prevent getting caught by the authorities.",Social Sciences,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,330.4,195.67636546093144,4.221928094859951,0.22105678915977478,18.72732925415039,19,0.025927765294909477,1
mmlu_00298_t1.0,"If A is a subset of the real line R and A contains each rational number, which of the following must be true?",STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,293.5,186.0984954264811,4.021928094862837,0.27977919578552246,25.557106018066406,17,0.05257439985871315,1
mmlu_00299_t1.0,"Considered as a single group, the Small Business Administration, the Small Business committees in the House and Senate, and small business advocacy groups are an example of",Social Sciences,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.6,1.3190905958272918,430.85,198.9975565176618,3.6086949695426433,0.1832432895898819,19.47146987915039,14,0.029847145080566406,1
mmlu_00300_t1.0," In accordance with the theory of justice proposed by John Rawls, Stephen Macedo argues,""We must consider the justifiability of policies from the standpoint of the _____ well-off among our fellow citizens.""",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,382.65,161.80737776751715,4.321928094858508,0.2083628624677658,19.92699432373047,20,0.020286185666918755,1
mmlu_00301_t1.0,What is the fundamental prerequisite for the incorporation of custom under English law?,Law & Business,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.6,397.15,222.17274247755955,3.9841837197546632,0.1967604160308838,20.114107131958008,17,0.0284718070179224,1
mmlu_00302_t1.0,In which of the following the idea of ‘natural law’ first appeared,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,321.6,172.81417765912613,3.884183719756106,0.25412675738334656,20.92679214477539,16,0.058526650071144104,1
